Title,Company,Date Posted,Experience,Skills/Desc,Link
Field Data Collection on Human Trafficking and Irregular Migration in the Kenya–Somalia–Ethiopia Borderlands at International Organization for Migration (IOM),View Jobs at International Organization for Migration (IOM),"Field Data Collection on Human Trafficking and Irregular Migration in the Kenya–Somalia–Ethiopia Borderlands at International Organization for Migration (IOM)View Jobs in NGO / Non-Profit Associations/View Jobs at International Organization for Migration (IOM):Dec 2, 2025Deadline:Dec 4, 2025SaveEmail",8 - 10 years,N/A,https://www.myjobmag.co.ke/job/field-data-collection-on-human-trafficking-and-irregular-migration-in-the-kenya-somalia-ethiopia-borderlands-international-organization-for-migration-iom
Impact & Data Analyst – Nairobi at Summit Recruitment and Search,View Jobs at Summit Recruitment and Search,"Impact & Data Analyst – Nairobi at Summit Recruitment and SearchView Jobs in Consulting/View Jobs at Summit Recruitment and Search:Dec 2, 2025Deadline:Not specifiedSaveEmail",of working with data visualisation software such as Tableau or Microsoft PowerBI.,N/A,https://www.myjobmag.co.ke/job/impact-data-analyst-nairobi-summit-recruitment-and-search
Global Data Science & Analytics Manager at Living Goods,View Jobs at Living Goods,"Global Data Science & Analytics Manager at Living GoodsView Jobs in NGO / Non-Profit Associations/View Jobs at Living Goods:Dec 2, 2025Deadline:Not specifiedSaveEmail","with eCHIS, DHIS2, EMRs, or other health data systems is highly desirable.",N/A,https://www.myjobmag.co.ke/job/global-data-science-analytics-manager-living-goods-1
Associate- Data Annotation at Digital Divide Data (DDD Kenya),View Jobs at Digital Divide Data (DDD Kenya),"Associate- Data Annotation at Digital Divide Data (DDD Kenya)View Jobs in ICT / Telecommunication/View Jobs at Digital Divide Data (DDD Kenya):Dec 1, 2025Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/associate-data-annotation-digital-divide-data-ddd-kenya
Intern - Data Analyst at Kericho Water & Sanitation Company Ltd,View Jobs at Kericho Water & Sanitation Company Ltd,"Intern - Data Analyst at Kericho Water & Sanitation Company LtdView Jobs in Government/View Jobs at Kericho Water & Sanitation Company Ltd:Dec 1, 2025Deadline:Dec 15, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-data-analyst-kericho-water-sanitation-company-ltd
Data and Operations Intern at SunCulture Kenya Ltd,View Jobs at SunCulture Kenya Ltd,"Data and Operations Intern at SunCulture Kenya LtdView Jobs in Agriculture / Agro-Allied/View Jobs at SunCulture Kenya Ltd:Dec 1, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-and-operations-intern-sunculture-kenya-ltd-1
AI and Data Scientist – Food Systems at World Resources Institute (WRI),View Jobs at World Resources Institute (WRI),"AI and Data Scientist – Food Systems at World Resources Institute (WRI)View Jobs in NGO / Non-Profit Associations/View Jobs at World Resources Institute (WRI):Nov 29, 2025Deadline:Not specifiedSaveEmail","working with a diverse group of farmers, government officials, and researchers in the field",N/A,https://www.myjobmag.co.ke/job/ai-and-data-scientist-food-systems-world-resources-institute-wri
Senior Data Analyst at Watu Credit Limited,View Jobs at Watu Credit Limited,"Senior Data Analyst at Watu Credit LimitedView Jobs in Banking / Financial Services/View Jobs at Watu Credit Limited:Nov 28, 2025Deadline:Not specifiedSaveEmail",4 years,N/A,https://www.myjobmag.co.ke/job/senior-data-analyst-watu-credit-limited
"Data Analyst (RTA, MIS & WFM) at Calltronix Contact & Training Centre",View Jobs at Calltronix Contact & Training Centre,"Data Analyst (RTA, MIS & WFM) at Calltronix Contact & Training CentreView Jobs in Education / Teaching/View Jobs at Calltronix Contact & Training Centre:Nov 28, 2025Deadline:Dec 1, 2025SaveEmail",with real-time monitoring and workforce tools is a plus.,N/A,https://www.myjobmag.co.ke/job/data-analyst-rta-mis-amp-wfm-calltronix-contact-training-centre
Data Analyst at Medic Mobile,View Jobs at Medic Mobile,"Data Analyst at Medic MobileView Jobs in NGO / Non-Profit Associations/View Jobs at Medic Mobile:Nov 28, 2025Deadline:Not specifiedSaveEmail",with database management and SQL queries.,N/A,https://www.myjobmag.co.ke/job/data-analyst-medic-mobile
"Legal, Compliance & Data Protection Officer at Bamburi Cement Ltd",View Jobs at Bamburi Cement Ltd,"Legal, Compliance & Data Protection Officer at Bamburi Cement LtdView Jobs in Building / Construction/View Jobs at Bamburi Cement Ltd:Nov 28, 2025Deadline:Dec 15, 2025SaveEmail","supporting company secretarial functions, including board administration and shareholder management.",N/A,https://www.myjobmag.co.ke/job/legal-compliance-data-protection-officer-bamburi-cement-ltd
Data Coordinator at Norwegian Refugee Council,View Jobs at Norwegian Refugee Council,"Data Coordinator at Norwegian Refugee CouncilView Jobs in NGO / Non-Profit Associations/View Jobs at Norwegian Refugee Council:Nov 28, 2025Deadline:Not specifiedSaveEmail",3 - 5 years,N/A,https://www.myjobmag.co.ke/job/data-coordinator-norwegian-refugee-council
Data Science Technical Mentor at Moringa School,View Jobs at Moringa School,"Data Science Technical Mentor at Moringa SchoolView Jobs in Education / Teaching/View Jobs at Moringa School:Nov 28, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-science-technical-mentor-moringa-school-2
Data Entry Clerk (Garage) at Kenya Builders & Concrete Co. Ltd,View Jobs at Kenya Builders & Concrete Co. Ltd,"Data Entry Clerk (Garage) at Kenya Builders & Concrete Co. LtdView Jobs in Building / Construction/View Jobs at Kenya Builders & Concrete Co. Ltd:Nov 28, 2025Deadline:Dec 6, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-clerk-garage-kenya-builders-concrete-co-ltd
Data Entry Clerk (Finance) at Kenya Builders & Concrete Co. Ltd,View Jobs at Kenya Builders & Concrete Co. Ltd,"Data Entry Clerk (Finance) at Kenya Builders & Concrete Co. LtdView Jobs in Building / Construction/View Jobs at Kenya Builders & Concrete Co. Ltd:Nov 28, 2025Deadline:Dec 6, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-clerk-finance-kenya-builders-concrete-co-ltd
Data Engineer at Co-operative Bank of Kenya,View Jobs at Co-operative Bank of Kenya,"Data Engineer at Co-operative Bank of KenyaView Jobs in Banking / Financial Services/View Jobs at Co-operative Bank of Kenya:Nov 28, 2025Deadline:Dec 31, 2025SaveEmail","with Big data tools (Hadoop, Apache Hive, Scala, Kafka, Apache Spark, NoSQL da)",N/A,https://www.myjobmag.co.ke/job/data-engineer-co-operative-bank-of-kenya-7
Data Architect at Co-operative Bank of Kenya,View Jobs at Co-operative Bank of Kenya,"Data Architect at Co-operative Bank of KenyaView Jobs in Banking / Financial Services/View Jobs at Co-operative Bank of Kenya:Nov 28, 2025Deadline:Dec 31, 2025SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-architect-co-operative-bank-of-kenya-6
Data Engineer at World Vision Kenya,View Jobs at World Vision Kenya,"Data Engineer at World Vision KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at World Vision Kenya:Nov 28, 2025Deadline:Not specifiedSaveEmail","working with large-scale datasets, including structured, semi-structured, and unstructured data is highly preferred.",N/A,https://www.myjobmag.co.ke/job/data-engineer-world-vision-kenya-1
Data Scientist at Co-operative Bank of Kenya,View Jobs at Co-operative Bank of Kenya,"Data Scientist at Co-operative Bank of KenyaView Jobs in Banking / Financial Services/View Jobs at Co-operative Bank of Kenya:Nov 27, 2025Deadline:Dec 31, 2025SaveEmail","extracting and cleaning text in different formats e.g. HTML, pdf files",N/A,https://www.myjobmag.co.ke/job/data-scientist-co-operative-bank-of-kenya-7
Trainee – Data Analytics Developer at Sybyl Limited,View Jobs at Sybyl Limited,"Trainee – Data Analytics Developer at Sybyl LimitedView Jobs in ICT / Telecommunication/View Jobs at Sybyl Limited:Nov 26, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/trainee-data-analytics-developer-sybyl-limited
Data Scientist at Tatu City Limited,View Jobs at Tatu City Limited,"Data Scientist at Tatu City LimitedView Jobs in Real Estate/View Jobs at Tatu City Limited:Nov 26, 2025Deadline:Not specifiedSaveEmail","with Power BI, Azure Data Lake, Databricks, visual analytics, omnichannel data, Azure Cognitive Services, speech analytics, and sentiment analysis is a plus",N/A,https://www.myjobmag.co.ke/job/data-scientist-tatu-city-limited-3
Data Center Management Engineer at HCS Affiliates Group,View Jobs at HCS Affiliates Group,"Data Center Management Engineer at HCS Affiliates GroupView Jobs in Consulting/View Jobs at HCS Affiliates Group:Nov 24, 2025Deadline:Not specifiedSaveEmail",3 - 3 years,N/A,https://www.myjobmag.co.ke/job/data-center-management-engineer-hcs-affiliates-group-1
Data Protection Specialist at Equity Bank Kenya,View Jobs at Equity Bank Kenya,"Data Protection Specialist at Equity Bank KenyaView Jobs in Banking / Financial Services/View Jobs at Equity Bank Kenya:Nov 21, 2025Deadline:Dec 3, 2025SaveEmail",in managing Information Security compliance,N/A,https://www.myjobmag.co.ke/job/data-protection-specialist-equity-bank-kenya
Data Science and Analytics Interns at Diageo,View Jobs at Diageo,"Data Science and Analytics Interns at DiageoView Jobs in Manufacturing / Production / FMCG/View Jobs at Diageo:Nov 20, 2025Deadline:Dec 31, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-science-and-analytics-interns-diageo
Impact & Data Associate at Sinapis,View Jobs at Sinapis,"Impact & Data Associate at SinapisView Jobs in NGO / Non-Profit Associations/View Jobs at Sinapis:Nov 19, 2025Deadline:Not specifiedSaveEmail",manipulating large datasets using statistical or database tools (R or STATA strongly preferred).,N/A,https://www.myjobmag.co.ke/job/impact-data-associate-sinapis
Assistant Impact & Data Manager at Sinapis,View Jobs at Sinapis,"Assistant Impact & Data Manager at SinapisView Jobs in NGO / Non-Profit Associations/View Jobs at Sinapis:Nov 19, 2025Deadline:Not specifiedSaveEmail",manipulating large datasets using statistical or database tools (R or STATA strongly preferred).,N/A,https://www.myjobmag.co.ke/job/assistant-impact-data-manager-sinapis
Big Data Engineer at Safaricom Kenya,View Jobs at Safaricom Kenya,"Big Data Engineer at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Nov 19, 2025Deadline:Not specifiedSaveEmail","in collecting, storing, processing and analyzing large volumes of data",N/A,https://www.myjobmag.co.ke/job/big-data-engineer-safaricom-kenya-5
Global Client Data Intern at One Acre Fund,View Jobs at One Acre Fund,"Global Client Data Intern at One Acre FundView Jobs in Banking / Financial Services/View Jobs at One Acre Fund:Nov 19, 2025Deadline:Feb 16, 2026SaveEmail","with data visualization tools such as Superset, Power BI, or Tableau.",N/A,https://www.myjobmag.co.ke/job/global-client-data-intern-m-kopa-solar
Data Research Intern at United Nations Office for Project Services (UNOPS),View Jobs at United Nations Office for Project Services (UNOPS),"Data Research Intern at United Nations Office for Project Services (UNOPS)View Jobs in NGO / Non-Profit Associations/View Jobs at United Nations Office for Project Services (UNOPS):Nov 19, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-research-intern-united-nations-office-for-project-services-unops
Fixed Term - Actuarial Data Analyst at Old Mutual Kenya,View Jobs at Old Mutual Kenya,"Fixed Term - Actuarial Data Analyst at Old Mutual KenyaView Jobs in Banking / Financial Services/View Jobs at Old Mutual Kenya:Nov 18, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/fixed-term-actuarial-data-analyst-old-mutual-kenya
Data Protection Officer at Blue Ventures,View Jobs at Blue Ventures,"Data Protection Officer at Blue VenturesView Jobs in General/View Jobs at Blue Ventures:Nov 18, 2025Deadline:Dec 1, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-blue-ventures
Data FI Kenya Deputy Director / Health Financing & Policy Lead at Palladium International,View Jobs at Palladium International,"Data FI Kenya Deputy Director / Health Financing & Policy Lead at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail",working with public sector in Kenya.,N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-deputy-director-health-financing-policy-lead-palladium-international
Data FI Kenya Technical Program Manager (TPM) at Palladium International,View Jobs at Palladium International,"Data FI Kenya Technical Program Manager (TPM) at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail","working with USG agencies (CDC, State Department) and familiarity with their operational and compliance frameworks.",N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-technical-program-manager-tpm-palladium-international
"Data FI Kenya Monitoring, Evaluation & Learning (MEL) Lead at Palladium International",View Jobs at Palladium International,"Data FI Kenya Monitoring, Evaluation & Learning (MEL) Lead at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail","supporting CRVS system strengthening, including data quality assessment, system reviews, and vital statistics reporting.",N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-monitoring-evaluation-learning-mel-lead-palladium-international
Data FI Kenya Health Financing Activity Lead at Palladium International,View Jobs at Palladium International,"Data FI Kenya Health Financing Activity Lead at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail",8 years,N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-health-financing-activity-lead-palladium-international
Data FI Kenya Senior Health Financing Technical Advisor at Palladium International,View Jobs at Palladium International,"Data FI Kenya Senior Health Financing Technical Advisor at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail","managing and monitoring the execution of deliverables through collaboration with implementing teams, funders, and other technical partners and government.",N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-senior-health-financing-technical-advisor-palladium-international
Data FI Kenya Project Intern – Data & Health Systems at Palladium International,View Jobs at Palladium International,"Data FI Kenya Project Intern – Data & Health Systems at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 18, 2025Deadline:Not specifiedSaveEmail","with documentation review, reporting, and stakeholder follow-up.",N/A,https://www.myjobmag.co.ke/job/data-fi-kenya-project-intern-data-health-systems-palladium-international
Intern - Information & Data Management at United Nations High Commissioner for Refugees (UNHCR),View Jobs at United Nations High Commissioner for Refugees (UNHCR),"Intern - Information & Data Management at United Nations High Commissioner for Refugees (UNHCR)View Jobs in NGO / Non-Profit Associations/View Jobs at United Nations High Commissioner for Refugees (UNHCR):Nov 18, 2025Deadline:Nov 30, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-information-data-management-united-nations-high-commissioner-for-refugees-unhcr
"Senior Product Manager, Mobile Operator Data at Indsafri",View Jobs at Indsafri,"Senior Product Manager, Mobile Operator Data at IndsafriView Jobs in Engineering / Technical/View Jobs at Indsafri:Nov 18, 2025Deadline:Not specifiedSaveEmail","Deep understanding of data privacy and protection principles, particularly in relation to the use of telecommunications and geolocation data in humanitarian settings.  applying frameworks such as GDPR,",N/A,https://www.myjobmag.co.ke/job/senior-product-manager-mobile-operator-data-indsafri-1
Graduate Student Supervisors - Master of Data Science at The Open University of Kenya,View Jobs at The Open University of Kenya,"Graduate Student Supervisors - Master of Data Science at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Nov 18, 2025Deadline:Dec 3, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/graduate-student-supervisors-master-of-data-science-the-open-university-of-kenya
Global Data Science & Analytics Manager at Living Goods,View Jobs at Living Goods,"Global Data Science & Analytics Manager at Living GoodsView Jobs in NGO / Non-Profit Associations/View Jobs at Living Goods:Nov 17, 2025Deadline:Not specifiedSaveEmail","with eCHIS, DHIS2, EMRs, or other health data systems is highly desirable.",N/A,https://www.myjobmag.co.ke/job/global-data-science-analytics-manager-living-goods
